Campaign,Ad group,Keyword,Match type,Impressions,Clicks,Conversions,trans - us_qb001 - 19 - 1582695525771769364,QBSE_MCC_BuyNow_90 Days,QBOLive_MCC_Lead_90Days,trans - us_qb01d - 19 - 1582695525771241388,PSG_MCC_Order_90 Days,trans - us_qb00d - 19 - 1582695525771387916,QBES_MCC_Signup_90Days,trans - us_qb017 - 19 - 1582695525771849587,QBDT_MCC_Order_90 Days,trans - us_qb00- - 19 - 1582695525771704407,trans - us_qb01- - 19 - 1582695525771217054,Calls from ads,trans - us_qb00c - 19 - 1582695525771425165,trans - us_qb00a - 19 - 1582695525771567110,1099_MCC_Purchase_90 Days,trans - us_qb00g - 19 - 1582695525771448247,QBEcosystem_MCC_WWSUIVisit_90 Days,trans - us_qb01a - 19 - 1582695525771226066,trans - us_qb004 - 19 - 1582695525771799558,trans - us_qb00f - 19 - 1582695525771546228,trans - us_qb0 - 19 - 1582695525771833426,QBO_Advanced_MCC_BuyNow_90Days,QBSE_MCC_Sub_90 Days,trans - us_po00 - 19 - 1582695525771917573,trans - us_qb01k - 19 - 1582695525771972335,ProAdvisor_MCC_Signup_90 Days,QBOA_MCC_Signup_90 Days,trans - us_qb018 - 19 - 1582695525771856716,trans - us_qb00m - 19 - 1582695525771759376,QBSE_MCC_Signup_90 Days,QBO_MCC_Login_90Days,QBOLive_MCC_ScheduleConsult_90Days,trans - us_qb00r - 19 - 1582695525771539487,PayrollFirst_MCC_BuyNow_90 Days,trans - us_qb00q - 19 - 1582695525771416667,trans - us_pa0 - 19 - 1582695525771179557,trans - us_qb00i - 19 - 1582695525771365531,QBO_MCC_Signup_90 Days,QBO_MCC_BuyNow_90Days,trans - us_pr0 - 19 - 1582695525771209368,trans - us_ps0 - 19 - 1582695525771886990,QuickBooks Accounting+Invoice (Android) installs,trans - us_qb019 - 19 - 1582695525771864364,trans - us_qb01h - 19 - 1582695525771896332,All conv.,Cost,Total conv. value,CTR,Conv. rate,Avg. CPC,Avg. position,Top of page CPC,First page CPC,Quality score,Ad relevance,Expected clickthrough rate,Landing page experience,Labels,Campaign state,Ad group state,Keyword state,Campaign ID,Ad group ID,Keyword ID
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,SKU_Desktop,quickbooks desktop,Exact,3942.0,1256.0,61.45,1.0,3.0,0.0,1.99,0.0,2.83,2.0,1.95,27.33,2.07,13.88,0.0,5.85,0.0,0.0,0.0,110.0,3.36,15.92,2.92,4.92,1.0,0.0,0.0,2.92,2.0,0.0,0.0,0.0,0.0,254.0,1.0,0.0,0.0,0.0,0.92,0.0,23.0,17.0,0.92,0.0,0.0,0.0,0.0,501.78,5124.4,33548.99,0.3186,0.0489,4.079936, --,0.31,0.28,9,Average,Above average,Above average, --,enabled,enabled,enabled,1479750863,58838807938,488087880232
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,SKU_Desktop,quickbooks desktop,Exact,3758.0,1078.0,48.51,0.0,4.0,0.0,0.27,0.0,1.0,1.0,0.0,16.56,7.83,14.66,0.0,1.92,0.0,1.0,0.0,91.0,1.37,11.47,6.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,237.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,0.0,0.0,0.0,0.0,1.0,437.07,3754.08,30694.24,0.2869,0.045,3.482449, --,0.42,0.28,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653421075,97487255685,488087880232
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,SKU_Desktop,download quickbooks desktop,Exact,1431.0,221.0,8.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,0.94,2.0,0.0,1.0,0.0,0.0,0.0,25.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,112.46,1078.57,6406.36,0.15439999999999998,0.0404,4.880407, --,0.48,0.45,7,Average,Average,Above average, --,enabled,enabled,enabled,1479750863,58838807938,405381956397
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,SKU_Pro Desktop 2020,quickbooks desktop pro 2020,Exact,1006.0,178.0,16.71,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5,0.0,5.85,0.0,5.95,0.0,0.0,0.0,13.0,0.0,2.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.96,0.0,0.0,0.0,62.21,1928.88,12421.42,0.1769,0.09380000000000001,10.836404, --,2.25,0.61,7,Average,Average,Above average, --,enabled,enabled,enabled,1479750863,67053473479,657346117803
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,SKU_Pro Desktop 2020,quickbooks desktop pro 2020,Exact,903.0,165.0,10.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54,0.0,1.94,0.0,0.28,0.0,0.0,0.0,10.0,2.33,2.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,48.05,1417.91,4320.28,0.1827,0.0637,8.593394, --,1.72,0.6,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653421075,97487257805,657346117803
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,SKU_Desktop,download quickbooks desktop,Exact,808.0,144.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.33,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,43.35,206.14,407.19,0.1782,0.0231,1.431528, --,0.46,0.45,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653421075,97487255685,405381956397
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,MAC_Computer,quickbooks for mac,Exact,692.0,189.0,13.52,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.92,2.0,4.0,2.34,0.0,1.0,0.0,0.0,0.0,31.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.26,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,90.52,1475.65,6526.34,0.2731,0.07150000000000001,7.807672, --,1.16,0.49,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653421075,97487258285,13187422
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,MAC_Computer,quickbooks for mac,Exact,648.0,192.0,18.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.83,5.0,0.0,1.0,0.0,0.0,1.0,22.0,0.0,2.92,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,92.75,2359.1,12144.67,0.2963,0.0977,12.286979, --,0.77,0.7,9,Average,Above average,Above average, --,enabled,enabled,enabled,1479750863,90204115367,13187422
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,SKU_Pro_Desktop,quickbooks desktop pro,Exact,462.0,86.0,4.14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.14,0.0,0.0,0.0,25.14,830.0,1660.9,0.1861,0.0482,9.651163, --,0.55,0.55,10,Above average,Above average,Above average, --,enabled,enabled,enabled,1479750863,58838809178,362385244957
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,SKU_Pro_Desktop,quickbooks desktop pro,Exact,423.0,79.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,31.0,189.08,1088.01,0.1868,0.0506,2.393418, --,0.23,0.19,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653421075,97487256845,362385244957
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,SKU_Pro,quick books pro,Exact,405.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,522.8,0.0,0.27649999999999997,0.0,4.667857, --,0.17,0.16,9,Average,Above average,Above average, --,enabled,enabled,enabled,8517736047,83756500062,43048801
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,Industry_Small Business,quickbooks small business,Exact,373.0,139.0,8.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,2.01,66.01,590.57,3501.5,0.37270000000000003,0.0576,4.248705, --,0.8,0.78,9,Average,Above average,Above average, --,enabled,enabled,enabled,9656892385,99607370872,272822397
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,Industry_Small Business,quickbooks small business,Exact,372.0,122.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,46.0,989.84,2897.92,0.32799999999999996,0.0492,8.113443, --,0.98,0.96,9,Average,Above average,Above average, --,enabled,enabled,enabled,8517736047,83756494502,272822397
QB_US_GGL_Brand_Other_Exact_Search_Desktop_MMMarch20,Awareness_What?,what is quickbooks,Exact,372.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,75.72,1025.92,0.1075,0.05,1.893, --,0.55,0.54,8,Above average,Average,Above average, --,enabled,enabled,enabled,9648710399,102131350507,170969392
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,SKU_Pro,quick books pro,Exact,365.0,115.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.02,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,40.02,463.5,1780.71,0.3151,0.0089,4.030435, --,0.0,0.19,9,Average,Above average,Above average, --,enabled,enabled,enabled,9656892385,99607376552,43048801
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,SKU_Desktop 2020,quickbooks desktop 2020,Exact,338.0,75.0,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.09,0.92,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.03,1141.02,2618.2,0.22190000000000001,0.0668,15.2136, --,1.06,0.87,10,Above average,Above average,Above average, --,enabled,enabled,enabled,1479750863,67053473439,657346117563
QB_US_GGL_Brand_Other_Exact_Search_Desktop,Awareness_What?,what is quickbooks,Exact,316.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,104.0,61.92,0.0728,0.0435,4.521739, --,1.93,1.93,5,Below average,Below average,Above average, --,enabled,enabled,enabled,1479751085,85378791766,170969392
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,Ancillary_Software,quickbooks software,Exact,314.0,51.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.56,653.38,594.05,0.1624,0.10890000000000001,12.811373, --,1.74,0.78,7,Average,Average,Above average, --,enabled,enabled,enabled,1479750863,58838809378,27041080
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,MAC_Computer,quickbooks mac,Exact,292.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,754.31,800.0,0.2397,0.0143,10.775857, --,0.72,0.72,9,Average,Above average,Above average, --,enabled,enabled,enabled,1479750863,90204115367,13188172
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,Ancillary_Free,free quickbooks,Exact,288.0,63.0,3.95,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,32.95,687.97,137.33,0.2188,0.0626,10.920159, --,0.53,0.5,7,Average,Average,Above average, --,enabled,enabled,enabled,8517736047,83756502862,95516772
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,SKU_Desktop 2020,quickbooks 2020 desktop,Exact,278.0,73.0,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,0.0,3.59,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.6,1217.05,2959.87,0.2626,0.0629,16.671918, --,1.56,1.36,8,Above average,Average,Above average, --,enabled,enabled,enabled,1479750863,67053473439,827853211323
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,SKU_Desktop 2020,quickbooks desktop 2020,Exact,264.0,62.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,566.9,1661.92,0.2348,0.0484,9.143548, --,2.12,0.49,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653421075,97487257645,657346117563
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,SKU_Pro Desktop 2019,quickbooks desktop pro 2019,Exact,264.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,289.0,1781.92,0.1818,0.0417,6.020833, --,1.31,0.56,7,Average,Average,Above average, --,enabled,enabled,enabled,1479750863,67053469679,464405465702
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,MAC_Download,quickbooks download for mac,Exact,257.0,48.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,14.61,238.82,1637.9,0.1868,0.0545,4.975417, --,0.78,0.78,9,Average,Above average,Above average, --,enabled,enabled,enabled,1479750863,90204115407,362385246157
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,Industry_Small Business,quickbooks for small business,Exact,243.0,82.0,1.26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.26,505.79,1754.43,0.33740000000000003,0.015300000000000001,6.168171, --,0.67,0.59,9,Average,Above average,Above average, --,enabled,enabled,enabled,8517736047,83756494502,4358425022
QB_US_GGL_Brand_Other_Exact_Search_Desktop,Compare_Competitor - Freshbooks,freshbooks vs quickbooks,Exact,242.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.72,0.0,0.0248,0.0,11.286667, --,3.88,3.09,5,Below average,Below average,Above average, --,enabled,enabled,enabled,1479751085,62756564532,299596829209
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,SKU_Desktop 2020,quickbooks 2020 desktop,Exact,241.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,488.07,0.26,0.20329999999999998,0.0001,9.960612, --,2.25,0.55,7,Average,Average,Above average, --,enabled,enabled,enabled,9653421075,97487257645,827853211323
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,MAC_Download,quickbooks download for mac,Exact,240.0,43.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.86,99.53,812.77,0.17920000000000003,0.0433,2.314651, --,0.68,0.65,10,Above average,Above average,Above average, --,enabled,enabled,enabled,9653421075,97487258325,362385246157
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,Industry_Small Business,quickbooks for small business,Exact,240.0,99.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,38.0,523.63,1292.63,0.4125,0.0203,5.289192, --,0.63,0.52,9,Average,Above average,Above average, --,enabled,enabled,enabled,9656892385,99607370872,4358425022
QB_US_GGL_Brand_Other_Exact_Search_Desktop_MMMarch20,Compare_Competitor - Xero,xero vs quickbooks,Exact,229.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.17,0.0,0.0087,0.0,22.585, --,8.04,6.45,5,Below average,Below average,Above average, --,enabled,enabled,enabled,9648710399,102131348867,43030356793
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,Ancillary_Software,quickbooks software,Exact,227.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,101.09,964.0,0.1013,0.0435,4.395217, --,1.09,0.59,8,Above average,Average,Above average, --,enabled,enabled,enabled,9653421075,97487256925,27041080
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,Ancillary_Free,free quickbooks,Exact,225.0,60.0,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,29.93,589.02,311.68,0.2667,0.0821,9.817, --,0.53,0.51,9,Average,Above average,Above average, --,enabled,enabled,enabled,9656892385,99607379232,95516772
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,Ancillary_Mobile,quickbooks app,Exact,220.0,64.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,19.0,229.81,476.0,0.2909,0.046900000000000004,3.590781, --,0.1,0.09,9,Average,Above average,Above average, --,enabled,enabled,enabled,9656892385,99607378512,23107071137
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile_MMMarch20,Cost,cost of quickbooks,Exact,211.0,61.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0,71.66,1031.0,0.2891,0.032799999999999996,1.174754, --,0.22,0.22,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653558793,102266981754,3123005497
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,SKU_Pro Desktop 2019,quickbooks desktop pro 2019,Exact,208.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,110.03,123.84,0.17309999999999998,0.0556,3.056389, --,1.2,0.24,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653421075,97487257565,464405465702
QB_US_GGL_Brand_Other_Exact_Search_Desktop,Awareness_Versions,quickbooks versions,Exact,203.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,389.58,178.0,0.2167,0.0455,8.854091, --,0.47,0.47,10,Above average,Above average,Above average, --,enabled,enabled,enabled,1479751085,85378791726,1667400504
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile,Cost,cost of quickbooks,Exact,201.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,106.42,0.0,0.3632,0.0,1.457808, --,0.26,0.23,9,Average,Above average,Above average, --,enabled,enabled,enabled,8518794362,89370600467,3123005497
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,Ancillary_Mobile,quickbooks app,Exact,201.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,110.98,17.0,0.2189,0.0227,2.522273, --,0.08,0.08,9,Average,Above average,Above average, --,enabled,enabled,enabled,8517736047,83756502142,23107071137
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,MAC_Year - 2020,quickbooks for mac 2020,Exact,201.0,56.0,4.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22.2,615.43,2175.6,0.2786,0.075,10.989821, --,1.1,0.63,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653421075,97487259285,657346118123
