Campaign,Ad group,Keyword,Match type,Impressions,Clicks,Conversions,trans - us_qb001 - 19 - 1582695525771769364,QBSE_MCC_BuyNow_90 Days,QBOLive_MCC_Lead_90Days,trans - us_qb01d - 19 - 1582695525771241388,PSG_MCC_Order_90 Days,trans - us_qb00d - 19 - 1582695525771387916,QBES_MCC_Signup_90Days,trans - us_qb017 - 19 - 1582695525771849587,QBDT_MCC_Order_90 Days,trans - us_qb00- - 19 - 1582695525771704407,trans - us_qb01- - 19 - 1582695525771217054,Calls from ads,trans - us_qb00c - 19 - 1582695525771425165,trans - us_qb00a - 19 - 1582695525771567110,1099_MCC_Purchase_90 Days,trans - us_qb00g - 19 - 1582695525771448247,QBEcosystem_MCC_WWSUIVisit_90 Days,trans - us_qb01a - 19 - 1582695525771226066,trans - us_qb004 - 19 - 1582695525771799558,trans - us_qb00f - 19 - 1582695525771546228,trans - us_qb0 - 19 - 1582695525771833426,QBO_Advanced_MCC_BuyNow_90Days,QBSE_MCC_Sub_90 Days,trans - us_po00 - 19 - 1582695525771917573,trans - us_qb01k - 19 - 1582695525771972335,ProAdvisor_MCC_Signup_90 Days,QBOA_MCC_Signup_90 Days,trans - us_qb018 - 19 - 1582695525771856716,trans - us_qb00m - 19 - 1582695525771759376,QBSE_MCC_Signup_90 Days,QBO_MCC_Login_90Days,QBOLive_MCC_ScheduleConsult_90Days,trans - us_qb00r - 19 - 1582695525771539487,PayrollFirst_MCC_BuyNow_90 Days,trans - us_qb00q - 19 - 1582695525771416667,trans - us_pa0 - 19 - 1582695525771179557,trans - us_qb00i - 19 - 1582695525771365531,QBO_MCC_Signup_90 Days,QBO_MCC_BuyNow_90Days,trans - us_pr0 - 19 - 1582695525771209368,trans - us_ps0 - 19 - 1582695525771886990,QuickBooks Accounting+Invoice (Android) installs,trans - us_qb019 - 19 - 1582695525771864364,trans - us_qb01h - 19 - 1582695525771896332,All conv.,Cost,Total conv. value,CTR,Conv. rate,Avg. CPC,Avg. position,Top of page CPC,First page CPC,Quality score,Ad relevance,Expected clickthrough rate,Landing page experience,Labels,Campaign state,Ad group state,Keyword state,Campaign ID,Ad group ID,Keyword ID
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,Ancillary_Previous Version,quick books 2016,Exact,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.03,0.03,5,Below average,Below average,Above average, --,enabled,enabled,enabled,8517736047,83756500022,299596878369
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,SKU_Pro - Prev Years,quickbooks pro 2013,Exact,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.26,0.03,10,Above average,Above average,Above average, --,enabled,enabled,enabled,9656892385,99607379032,309867161518
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,Industry_Ecommerce,quickbooks online ecommerce,Exact,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.27,0.27,10,Above average,Above average,Above average, --,enabled,enabled,enabled,9656892385,99607374952,352079188722
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,Ancillary_Previous Version,quickbook 2017,Exact,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.89,0.89,5,Below average,Below average,Above average, --,enabled,enabled,enabled,8517736047,83756500022,321955547217
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,Ancillary_Previous Version,quickbooks 2008,Exact,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,1.5,0.0,0.926667, --,0.16,0.04,8,Above average,Average,Above average, --,enabled,enabled,enabled,9656892385,99607376392,2803008506
QB_US_GGL_Brand_Other_Exact_Search_Desktop,Awareness_Options,quick book options,Exact,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.84,800.0,0.5,1.0,5.84, --,0.48,0.48,8,Below average,Above average,Above average, --,enabled,enabled,enabled,1479751085,85378792206,362385224557
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,Ancillary_Manage Bills,quickbooks banking,Exact,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.5,0.0,0.66, --,0.31,0.16,10,Above average,Above average,Above average, --,enabled,enabled,enabled,9656892385,99607371512,299596889209
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,Ancillary_Multiple Users,quickbooks multi user,Exact,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.2, --,0.01,0.01,10,Above average,Above average,Above average, --,enabled,enabled,enabled,9656892385,99607371592,162940759
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,SKU_Pro - 2020,quick books pro 2020,Exact,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.29,0.01,8,Below average,Above average,Above average, --,enabled,enabled,enabled,8517736047,83756497422,657346115923
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile,License,quickbooks user license,Exact,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.13,0.13,5,Below average,Below average,Above average, --,enabled,enabled,enabled,8518794362,89370604227,362385281037
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile,Download_Year - 2020,download quickbooks 2020,Exact,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.5,0.0,2.71, --,1.05,1.05,6,Below average,Average,Above average, --,enabled,enabled,enabled,8518794362,89370606187,657346115403
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile_MMMarch20,Download_Year - 2018,quickbooks 2018 download,Exact,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06,0.0,0.5,0.0,4.06, --,0.3,0.25,9,Average,Above average,Above average, --,enabled,enabled,enabled,9653558793,102266985314,369766600209
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,Ancillary_Previous Version,quickbooks 2011 windows 10,Exact,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.18,0.04,5,Below average,Below average,Above average, --,enabled,enabled,enabled,8517736047,83756500022,362385237597
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,SKU_Premier - 2020,intuit quickbooks 2020 premier,Exact,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.2,0.2,6,Below average,Average,Above average, --,enabled,enabled,enabled,8517736047,83756497582,847495675842
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile,Install,install quickbooks 2019,Exact,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,4.95,4.95,5,Below average,Below average,Above average, --,enabled,enabled,enabled,8518794362,89370601347,788546745562
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,MAC_Year - 2018,quickbooks 2018 for mac,Exact,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.5,0.0,0.71, --,0.23,0.01,10,Above average,Above average,Above average, --,enabled,enabled,enabled,9653421075,97487259085,381663005656
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile_MMMarch20,Amazon,quickbooks pro amazon,Exact,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,1.03,1.03,3,Below average,Below average,Average, --,enabled,enabled,enabled,9653558793,102266981514,353235538271
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile,Download_Pro_Year - 2018,quickbooks pro 2018 download,Exact,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.8,0.8,6,Below average,Average,Above average, --,enabled,enabled,enabled,8518794362,89370604547,369766601209
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile,Buy_Year - 2019,buy quickbooks 2019,Exact,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.5,0.0,0.92, --,1.33,1.33,6,Below average,Average,Above average, --,enabled,enabled,enabled,8518794362,89370605907,495140780524
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,MAC_Previous Versions,quickbooks for mac 2011,Exact,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.03,0.0,0.5,0.0,10.03, --,0.94,0.94,5,Below average,Below average,Above average, --,enabled,enabled,enabled,1479750863,90204115647,320903002201
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile_MMMarch20,Discount,discount quickbooks,Exact,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,6.73,6.73,7,Above average,Below average,Above average, --,enabled,enabled,enabled,9653558793,102266981954,299596813409
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,SKU_Pro Desktop 2019,quickbooks desktop pro plus 2019,Exact,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.85,0.85,5,Below average,Below average,Above average, --,enabled,enabled,enabled,1479750863,67053469679,702813150131
QB_US_GGL_Brand_Other_Exact_Search_Desktop_MMMarch20,Compare,compare quickbooks products,Exact,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.07,0.02,9,Average,Above average,Above average, --,enabled,enabled,enabled,9648710399,102131348787,299596810489
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile,Discount_Sale,intuit quickbooks sales,Exact,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85,0.0,0.5,0.0,5.85, --,1.97,0.01,8,Below average,Above average,Above average, --,enabled,enabled,enabled,8518794362,89370603827,299090029396
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,Ancillary_Previous Version,quickbooks 2010,Exact,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,0.0,1.0,0.0,1.63, --,0.28,0.28,5,Below average,Below average,Above average, --,enabled,enabled,enabled,8517736047,83756500022,13368979305
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,Ancillary_Previous Version,intuit quickbooks 2012,Exact,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.3,0.15,6,Below average,Average,Above average, --,enabled,enabled,enabled,8517736047,83756500022,299596841409
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile_MMMarch20,Download,quickbooks downloads,Exact,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,3.73,3.73,6,Average,Below average,Above average, --,enabled,enabled,enabled,9653558793,102266982394,298381357136
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,Industry_Home,quickbooks for home finances,Exact,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.5,0.0,7.81, --,0.34,0.31,6,Below average,Average,Above average, --,enabled,enabled,enabled,8517736047,83756494022,296864320526
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile,Upgrade_Previous Version,quickbooks 2013 upgrade,Exact,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,1.19,1.19,5,Below average,Below average,Above average, --,enabled,enabled,enabled,8518794362,89370602827,309422395415
QB_US_GGL_Brand_Other_Exact_Search_Desktop_MMMarch20,Awareness_What?,what is quickbooks software,Exact,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.27,0.27,8,Above average,Average,Above average, --,enabled,enabled,enabled,9648710399,102131350507,310784364951
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,Ancillary_Previous Version,quickbooks 2017 versions,Exact,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.18,0.05,9,Average,Above average,Above average, --,enabled,enabled,enabled,9656892385,99607376392,362385239277
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile_MMMarch20,Install,install quickbooks 2019,Exact,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.62,0.62,7,Average,Average,Above average, --,enabled,enabled,enabled,9653558793,102266982634,788546745562
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,Ancillary_Previous Version,quickbooks 2012 download,Exact,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.27,0.13,9,Average,Above average,Above average, --,enabled,enabled,enabled,9656892385,99607376392,298381356856
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,SKU_Pro - Prev Years,quickbooks pro 2015,Exact,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,2.0,0.0,0.42, --,0.34,0.18,7,Average,Above average,Average, --,enabled,enabled,enabled,8517736047,83756502662,298204099893
QB_US_GGL_Brand_Purchase_Exact_Search_Mobile,Monthly,quick books monthly,Exact,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,0.27,0.27,9,Average,Above average,Above average, --,enabled,enabled,enabled,8518794362,89370601387,362385227277
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,Ancillary_Previous Version,quickbooks 2017 download,Exact,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1.0,0.0,0.45, --,0.08,0.03,6,Below average,Average,Above average, --,enabled,enabled,enabled,8517736047,83756500022,299596886769
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop,SKU_Premier Desktop 2019,quickbooks premier 2019 desktop,Exact,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,1.0,0.0,1.12, --,0.57,0.57,6,Below average,Average,Above average, --,enabled,enabled,enabled,1479750863,87332048384,565319589791
QBDT_US_GGL_Brand_Ancillary_Exact_Search_Desktop_MMMarch20,SKU_Desktop,quickbooks desktop 2016 trial,Exact,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,1.0,0.0,1.39, --,1.09,0.07,7,Average,Above average,Average, --,enabled,enabled,enabled,9653421075,97487255685,362385243997
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile_MMMarch20,Ancillary_Mobile,quickbook mobile,Exact,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,3.93,3.93,10,Above average,Above average,Above average, --,enabled,enabled,enabled,9656892385,99607378512,299596882209
QB_US_GGL_Brand_Ancillary_Exact_Search_Mobile,Ancillary_Industry,quickbooks industry,Exact,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, --,1.2,1.2,6,Average,Below average,Above average, --,enabled,enabled,enabled,8517736047,83756493982,299596895929
